user_id,timestamp,nps_score,feedback_text
u0656,2025-03-31T15:13:50,10,"Very smooth, fast, and intuitive!"
u0392,2025-03-28T12:14:55,3,"Too slow, buggy or hard to navigate."
u0519,2025-03-02T01:19:08,8,Decent experience but could improve.
u0321,2025-03-08T22:44:37,10,"Very smooth, fast, and intuitive!"
u0443,2025-03-19T02:23:53,4,"Too slow, buggy or hard to navigate."
u0694,2025-03-12T13:49:48,5,"Too slow, buggy or hard to navigate."
u0305,2025-03-18T07:13:32,7,Decent experience but could improve.
u0913,2025-03-28T11:15:03,5,"Too slow, buggy or hard to navigate."
u0289,2025-03-07T10:09:06,3,"Too slow, buggy or hard to navigate."
u0687,2025-03-30T16:24:10,7,Decent experience but could improve.
u0728,2025-03-04T04:18:27,4,"Too slow, buggy or hard to navigate."
u0088,2025-03-07T11:28:35,8,Decent experience but could improve.
u0724,2025-03-21T03:56:51,4,"Too slow, buggy or hard to navigate."
u0193,2025-03-07T21:28:32,10,"Very smooth, fast, and intuitive!"
u0134,2025-03-12T22:05:44,5,"Too slow, buggy or hard to navigate."
u0837,2025-03-05T17:55:40,6,"Too slow, buggy or hard to navigate."
u0179,2025-03-24T09:27:33,9,"Very smooth, fast, and intuitive!"
u0999,2025-03-13T19:57:03,3,"Too slow, buggy or hard to navigate."
u0059,2025-03-04T15:23:12,7,Decent experience but could improve.
u0915,2025-03-05T00:09:42,10,"Very smooth, fast, and intuitive!"
u0495,2025-03-05T15:49:15,2,"Too slow, buggy or hard to navigate."
u0073,2025-03-17T18:20:01,7,Decent experience but could improve.
u0041,2025-03-29T07:51:20,7,Decent experience but could improve.
u0556,2025-03-15T03:22:50,8,Decent experience but could improve.
u0786,2025-03-12T17:32:08,3,"Too slow, buggy or hard to navigate."
u0988,2025-03-26T03:21:11,3,"Too slow, buggy or hard to navigate."
u0887,2025-03-27T09:45:20,8,Decent experience but could improve.
u0361,2025-03-01T14:43:41,7,Decent experience but could improve.
u0998,2025-03-20T06:09:56,7,Decent experience but could improve.
u0367,2025-03-25T10:50:51,7,Decent experience but could improve.
u0945,2025-03-27T18:02:25,5,"Too slow, buggy or hard to navigate."
u0597,2025-03-04T04:01:47,7,Decent experience but could improve.
u0889,2025-03-05T09:00:38,7,Decent experience but could improve.
u0557,2025-03-11T03:31:37,5,"Too slow, buggy or hard to navigate."
u0290,2025-03-15T08:19:51,10,"Very smooth, fast, and intuitive!"
u0797,2025-03-11T20:52:45,8,Decent experience but could improve.
u0515,2025-03-11T17:53:59,4,"Too slow, buggy or hard to navigate."
u0532,2025-03-26T05:37:32,8,Decent experience but could improve.
u0722,2025-03-10T10:29:16,4,"Too slow, buggy or hard to navigate."
u0119,2025-03-25T21:57:18,8,Decent experience but could improve.
u0973,2025-03-31T07:00:38,9,"Very smooth, fast, and intuitive!"
u0621,2025-03-26T16:37:11,4,"Too slow, buggy or hard to navigate."
u0063,2025-03-13T23:30:14,9,"Very smooth, fast, and intuitive!"
u0447,2025-03-29T06:55:37,8,Decent experience but could improve.
u0737,2025-03-30T02:25:35,9,"Very smooth, fast, and intuitive!"
u0065,2025-03-24T07:21:58,10,"Very smooth, fast, and intuitive!"
u0593,2025-03-03T02:02:36,6,"Too slow, buggy or hard to navigate."
u0864,2025-03-18T13:27:22,5,"Too slow, buggy or hard to navigate."
u0598,2025-03-21T12:44:59,4,"Too slow, buggy or hard to navigate."
u0740,2025-03-14T01:42:04,4,"Too slow, buggy or hard to navigate."
u0846,2025-03-10T21:11:58,6,"Too slow, buggy or hard to navigate."
u0773,2025-03-19T03:05:56,7,Decent experience but could improve.
u0177,2025-03-16T14:24:26,7,Decent experience but could improve.
u0076,2025-03-12T10:47:42,9,"Very smooth, fast, and intuitive!"
u0265,2025-03-22T23:35:51,7,Decent experience but could improve.
u0169,2025-03-20T10:59:39,10,"Very smooth, fast, and intuitive!"
u0407,2025-03-03T16:21:51,6,"Too slow, buggy or hard to navigate."
u0315,2025-03-16T16:00:23,10,"Very smooth, fast, and intuitive!"
u0841,2025-03-12T19:34:55,8,Decent experience but could improve.
u0283,2025-03-05T08:26:08,4,"Too slow, buggy or hard to navigate."
u0709,2025-03-04T15:32:56,4,"Too slow, buggy or hard to navigate."
u0473,2025-03-11T19:27:58,8,Decent experience but could improve.
u0705,2025-03-31T15:15:36,6,"Too slow, buggy or hard to navigate."
u0782,2025-03-09T16:44:24,8,Decent experience but could improve.
u0429,2025-03-30T01:39:23,8,Decent experience but could improve.
u0268,2025-03-27T06:31:57,6,"Too slow, buggy or hard to navigate."
u0069,2025-03-14T01:00:20,4,"Too slow, buggy or hard to navigate."
u0477,2025-03-03T15:41:49,3,"Too slow, buggy or hard to navigate."
u0242,2025-03-18T01:36:59,5,"Too slow, buggy or hard to navigate."
u0940,2025-03-31T09:10:08,9,"Very smooth, fast, and intuitive!"
u0278,2025-03-16T09:40:57,7,Decent experience but could improve.
u0100,2025-03-07T14:58:26,3,"Too slow, buggy or hard to navigate."
u0062,2025-03-19T23:22:44,7,Decent experience but could improve.
u0520,2025-03-29T10:29:13,7,Decent experience but could improve.
u0641,2025-03-28T13:54:11,4,"Too slow, buggy or hard to navigate."
u0540,2025-03-31T20:24:05,7,Decent experience but could improve.
u0664,2025-03-02T13:10:53,7,Decent experience but could improve.
u0497,2025-03-10T23:35:57,4,"Too slow, buggy or hard to navigate."
u0552,2025-03-22T14:32:09,7,Decent experience but could improve.
u0228,2025-03-08T12:15:59,8,Decent experience but could improve.
u0314,2025-03-23T09:57:52,9,"Very smooth, fast, and intuitive!"
u0415,2025-03-26T03:06:50,9,"Very smooth, fast, and intuitive!"
u0101,2025-03-11T08:54:55,3,"Too slow, buggy or hard to navigate."
u0567,2025-03-02T11:23:30,4,"Too slow, buggy or hard to navigate."
u0521,2025-03-07T23:54:22,8,Decent experience but could improve.
u0319,2025-03-17T15:40:07,8,Decent experience but could improve.
u0360,2025-03-08T17:28:30,8,Decent experience but could improve.
u0188,2025-03-15T06:00:46,10,"Very smooth, fast, and intuitive!"
u0258,2025-03-12T07:53:48,8,Decent experience but could improve.
u0249,2025-03-24T21:38:11,9,"Very smooth, fast, and intuitive!"
u0296,2025-03-21T05:53:23,9,"Very smooth, fast, and intuitive!"
u0700,2025-03-23T20:33:36,8,Decent experience but could improve.
u0693,2025-03-03T11:05:28,6,"Too slow, buggy or hard to navigate."
u0323,2025-03-14T22:13:09,8,Decent experience but could improve.
u0148,2025-03-14T19:07:48,5,"Too slow, buggy or hard to navigate."
u0872,2025-03-12T02:49:16,6,"Too slow, buggy or hard to navigate."
u0234,2025-03-05T14:39:31,5,"Too slow, buggy or hard to navigate."
u0411,2025-03-25T17:41:39,7,Decent experience but could improve.
u0523,2025-03-08T21:26:23,10,"Very smooth, fast, and intuitive!"
u0006,2025-03-01T19:09:00,2,"Too slow, buggy or hard to navigate."
u0083,2025-03-28T22:55:37,8,Decent experience but could improve.
u0501,2025-03-14T21:25:49,2,"Too slow, buggy or hard to navigate."
u0057,2025-03-28T23:44:23,5,"Too slow, buggy or hard to navigate."
u0565,2025-03-29T09:20:33,9,"Very smooth, fast, and intuitive!"
u0211,2025-03-22T08:22:04,7,Decent experience but could improve.
u0903,2025-03-21T19:13:33,4,"Too slow, buggy or hard to navigate."
u0474,2025-03-07T17:44:30,5,"Too slow, buggy or hard to navigate."
u0944,2025-03-09T01:30:40,8,Decent experience but could improve.
u0482,2025-03-23T05:42:03,5,"Too slow, buggy or hard to navigate."
u0009,2025-03-12T11:55:59,7,Decent experience but could improve.
u0040,2025-03-06T19:22:52,7,Decent experience but could improve.
u0280,2025-03-28T09:52:38,5,"Too slow, buggy or hard to navigate."
u0816,2025-03-23T01:09:17,10,"Very smooth, fast, and intuitive!"
u0010,2025-03-22T02:07:36,8,Decent experience but could improve.
u0845,2025-03-27T08:03:38,1,"Too slow, buggy or hard to navigate."
u0342,2025-03-21T13:05:53,7,Decent experience but could improve.
u0923,2025-03-07T05:09:26,5,"Too slow, buggy or hard to navigate."
u0185,2025-03-09T10:21:44,9,"Very smooth, fast, and intuitive!"
u0118,2025-03-11T15:58:22,5,"Too slow, buggy or hard to navigate."
u0758,2025-03-14T18:13:43,6,"Too slow, buggy or hard to navigate."
u0488,2025-03-18T09:00:51,8,Decent experience but could improve.
u0364,2025-03-07T11:41:09,9,"Very smooth, fast, and intuitive!"
u0772,2025-03-03T14:14:04,3,"Too slow, buggy or hard to navigate."
u0849,2025-03-13T01:24:08,6,"Too slow, buggy or hard to navigate."
u0072,2025-03-16T17:27:11,5,"Too slow, buggy or hard to navigate."
u0294,2025-03-07T18:59:19,5,"Too slow, buggy or hard to navigate."
u0702,2025-03-14T14:17:45,10,"Very smooth, fast, and intuitive!"
u0414,2025-03-29T16:32:48,8,Decent experience but could improve.
u0630,2025-03-07T16:53:57,3,"Too slow, buggy or hard to navigate."
u0379,2025-03-17T19:25:09,9,"Very smooth, fast, and intuitive!"
u0284,2025-03-30T14:55:30,10,"Very smooth, fast, and intuitive!"
u0391,2025-03-23T19:49:24,9,"Very smooth, fast, and intuitive!"
u0014,2025-03-23T14:03:23,3,"Too slow, buggy or hard to navigate."
u0508,2025-03-15T03:50:51,5,"Too slow, buggy or hard to navigate."
u0751,2025-03-20T16:36:46,10,"Very smooth, fast, and intuitive!"
u0937,2025-03-31T03:49:56,5,"Too slow, buggy or hard to navigate."
u0546,2025-03-24T07:01:49,8,Decent experience but could improve.
u0147,2025-03-06T00:25:52,8,Decent experience but could improve.
u0201,2025-03-20T23:46:12,4,"Too slow, buggy or hard to navigate."
u0108,2025-03-05T08:26:37,6,"Too slow, buggy or hard to navigate."
u0653,2025-03-25T06:45:09,0,"Too slow, buggy or hard to navigate."
u0299,2025-03-31T14:59:30,4,"Too slow, buggy or hard to navigate."
u0376,2025-03-16T17:14:38,6,"Too slow, buggy or hard to navigate."
u0457,2025-03-30T06:19:21,3,"Too slow, buggy or hard to navigate."
u0975,2025-03-06T17:28:52,10,"Very smooth, fast, and intuitive!"
u0121,2025-03-22T14:38:02,3,"Too slow, buggy or hard to navigate."
u0116,2025-03-28T18:06:36,5,"Too slow, buggy or hard to navigate."
u0055,2025-03-05T08:06:50,7,Decent experience but could improve.
u0156,2025-03-06T07:48:27,10,"Very smooth, fast, and intuitive!"
u0191,2025-03-28T06:05:49,3,"Too slow, buggy or hard to navigate."
u0757,2025-03-28T20:51:44,9,"Very smooth, fast, and intuitive!"
u0968,2025-03-28T23:07:08,7,Decent experience but could improve.
u0303,2025-03-29T00:14:22,4,"Too slow, buggy or hard to navigate."
u0304,2025-03-15T12:16:49,8,Decent experience but could improve.
u0843,2025-03-22T15:44:28,7,Decent experience but could improve.
u0286,2025-03-17T04:15:31,5,"Too slow, buggy or hard to navigate."
u0555,2025-03-18T20:28:43,7,Decent experience but could improve.
u0783,2025-03-25T02:36:40,6,"Too slow, buggy or hard to navigate."
u0089,2025-03-19T12:54:21,7,Decent experience but could improve.
u0231,2025-03-11T17:09:45,8,Decent experience but could improve.
u0172,2025-03-15T10:16:18,10,"Very smooth, fast, and intuitive!"
u0436,2025-03-28T09:40:00,3,"Too slow, buggy or hard to navigate."
u0619,2025-03-15T14:01:20,10,"Very smooth, fast, and intuitive!"
u0464,2025-03-23T21:59:26,2,"Too slow, buggy or hard to navigate."
u0659,2025-03-14T03:40:08,6,"Too slow, buggy or hard to navigate."
u0833,2025-03-24T22:41:58,8,Decent experience but could improve.
u0496,2025-03-02T03:45:30,7,Decent experience but could improve.
u0674,2025-03-14T22:08:38,5,"Too slow, buggy or hard to navigate."
u0684,2025-03-06T02:46:21,6,"Too slow, buggy or hard to navigate."
u0638,2025-03-01T22:15:14,5,"Too slow, buggy or hard to navigate."
u0241,2025-03-21T19:34:17,5,"Too slow, buggy or hard to navigate."
u0826,2025-03-08T02:10:49,9,"Very smooth, fast, and intuitive!"
u0900,2025-03-20T05:12:53,7,Decent experience but could improve.
u0378,2025-03-10T12:59:21,5,"Too slow, buggy or hard to navigate."
u0526,2025-03-02T00:09:11,9,"Very smooth, fast, and intuitive!"
u0416,2025-03-10T22:39:14,7,Decent experience but could improve.
u0767,2025-03-13T19:22:18,9,"Very smooth, fast, and intuitive!"
u0761,2025-03-16T23:24:18,8,Decent experience but could improve.
u0499,2025-03-24T01:52:29,4,"Too slow, buggy or hard to navigate."
u0812,2025-03-17T20:53:19,5,"Too slow, buggy or hard to navigate."
u0665,2025-03-08T15:50:15,8,Decent experience but could improve.
u0336,2025-03-23T03:36:49,8,Decent experience but could improve.
u0459,2025-03-13T04:33:44,6,"Too slow, buggy or hard to navigate."
u0038,2025-03-06T05:59:31,7,Decent experience but could improve.
u0114,2025-03-15T23:17:28,10,"Very smooth, fast, and intuitive!"
u0389,2025-03-02T01:39:04,5,"Too slow, buggy or hard to navigate."
u0965,2025-03-24T06:28:02,8,Decent experience but could improve.
u0248,2025-03-13T03:21:47,6,"Too slow, buggy or hard to navigate."
u0620,2025-03-14T15:54:49,6,"Too slow, buggy or hard to navigate."
u0302,2025-03-19T12:46:42,9,"Very smooth, fast, and intuitive!"
u0226,2025-03-07T10:48:51,9,"Very smooth, fast, and intuitive!"
u0403,2025-03-08T06:34:10,9,"Very smooth, fast, and intuitive!"
u0703,2025-03-20T12:22:22,10,"Very smooth, fast, and intuitive!"
u0326,2025-03-02T14:10:36,7,Decent experience but could improve.
u0105,2025-03-22T09:26:34,8,Decent experience but could improve.
u0809,2025-03-13T00:51:50,6,"Too slow, buggy or hard to navigate."
u0130,2025-03-01T03:18:40,7,Decent experience but could improve.
u0681,2025-03-28T13:27:30,6,"Too slow, buggy or hard to navigate."
u0129,2025-03-26T12:54:16,7,Decent experience but could improve.
u0483,2025-03-04T14:30:14,8,Decent experience but could improve.
u0982,2025-03-14T00:15:21,4,"Too slow, buggy or hard to navigate."
u0460,2025-03-16T06:30:46,10,"Very smooth, fast, and intuitive!"
u0774,2025-03-18T20:40:51,4,"Too slow, buggy or hard to navigate."
u0071,2025-03-22T19:32:12,3,"Too slow, buggy or hard to navigate."
u0716,2025-03-28T23:31:39,9,"Very smooth, fast, and intuitive!"
u0541,2025-03-13T11:50:47,8,Decent experience but could improve.
u0858,2025-03-17T08:19:07,8,Decent experience but could improve.
u0295,2025-03-02T21:27:32,8,Decent experience but could improve.
u0025,2025-03-17T08:09:23,6,"Too slow, buggy or hard to navigate."
u0410,2025-03-30T15:52:34,4,"Too slow, buggy or hard to navigate."
u0142,2025-03-14T23:49:22,7,Decent experience but could improve.
u0893,2025-03-10T03:23:02,5,"Too slow, buggy or hard to navigate."
u0358,2025-03-28T15:06:48,9,"Very smooth, fast, and intuitive!"
u0137,2025-03-12T00:35:32,6,"Too slow, buggy or hard to navigate."
u0510,2025-03-26T17:13:23,4,"Too slow, buggy or hard to navigate."
u0927,2025-03-23T14:11:27,6,"Too slow, buggy or hard to navigate."
u0840,2025-03-12T14:16:17,8,Decent experience but could improve.
u0720,2025-03-16T08:41:45,5,"Too slow, buggy or hard to navigate."
u0662,2025-03-18T12:46:49,4,"Too slow, buggy or hard to navigate."
u0371,2025-03-15T13:24:14,7,Decent experience but could improve.
u0345,2025-03-03T16:15:32,7,Decent experience but could improve.
u0956,2025-03-03T10:21:17,5,"Too slow, buggy or hard to navigate."
u0578,2025-03-12T06:12:51,5,"Too slow, buggy or hard to navigate."
u0343,2025-03-06T11:17:02,7,Decent experience but could improve.
u0318,2025-03-03T09:46:45,3,"Too slow, buggy or hard to navigate."
u0380,2025-03-24T21:28:03,3,"Too slow, buggy or hard to navigate."
u0461,2025-03-04T23:28:40,5,"Too slow, buggy or hard to navigate."
u0993,2025-03-24T02:01:47,6,"Too slow, buggy or hard to navigate."
u0511,2025-03-30T20:47:01,7,Decent experience but could improve.
u0369,2025-03-26T00:47:00,10,"Very smooth, fast, and intuitive!"
u0174,2025-03-21T11:46:37,9,"Very smooth, fast, and intuitive!"
u0409,2025-03-28T07:44:06,6,"Too slow, buggy or hard to navigate."
u0096,2025-03-19T00:49:03,6,"Too slow, buggy or hard to navigate."
u0279,2025-03-10T01:32:03,4,"Too slow, buggy or hard to navigate."
u0161,2025-03-02T09:46:21,6,"Too slow, buggy or hard to navigate."
u0917,2025-03-24T10:33:57,6,"Too slow, buggy or hard to navigate."
u0042,2025-03-09T03:50:21,7,Decent experience but could improve.
u0941,2025-03-28T20:10:52,4,"Too slow, buggy or hard to navigate."
u0614,2025-03-04T16:48:56,8,Decent experience but could improve.
u0842,2025-03-14T20:32:55,10,"Very smooth, fast, and intuitive!"
u0707,2025-03-08T12:30:16,6,"Too slow, buggy or hard to navigate."
u0503,2025-03-02T20:10:54,8,Decent experience but could improve.
u0799,2025-03-25T07:57:03,8,Decent experience but could improve.
u0035,2025-03-23T17:07:44,5,"Too slow, buggy or hard to navigate."
u0817,2025-03-30T23:06:16,7,Decent experience but could improve.
u0730,2025-03-02T01:46:34,7,Decent experience but could improve.
u0151,2025-03-26T14:13:39,7,Decent experience but could improve.
u0039,2025-03-11T18:40:10,5,"Too slow, buggy or hard to navigate."
u0468,2025-03-14T18:30:06,7,Decent experience but could improve.
u0020,2025-03-22T23:28:00,8,Decent experience but could improve.
u0366,2025-03-27T21:20:56,10,"Very smooth, fast, and intuitive!"
u0205,2025-03-06T07:40:37,9,"Very smooth, fast, and intuitive!"
u0259,2025-03-29T08:11:53,10,"Very smooth, fast, and intuitive!"
u0862,2025-03-30T17:41:50,5,"Too slow, buggy or hard to navigate."
u0779,2025-03-20T05:09:56,9,"Very smooth, fast, and intuitive!"
u0828,2025-03-01T14:45:38,7,Decent experience but could improve.
u0440,2025-03-07T19:34:56,10,"Very smooth, fast, and intuitive!"
u0815,2025-03-01T17:21:39,4,"Too slow, buggy or hard to navigate."
u0870,2025-03-26T14:20:15,4,"Too slow, buggy or hard to navigate."
u0388,2025-03-19T14:53:56,5,"Too slow, buggy or hard to navigate."
u0043,2025-03-20T18:06:42,1,"Too slow, buggy or hard to navigate."
u0777,2025-03-05T21:45:35,5,"Too slow, buggy or hard to navigate."
u0024,2025-03-02T02:03:49,5,"Too slow, buggy or hard to navigate."
u0531,2025-03-13T09:50:32,7,Decent experience but could improve.
u0337,2025-03-08T23:15:41,7,Decent experience but could improve.
u0651,2025-03-25T20:22:56,10,"Very smooth, fast, and intuitive!"
u0603,2025-03-27T11:18:25,9,"Very smooth, fast, and intuitive!"
u0721,2025-03-05T18:54:36,5,"Too slow, buggy or hard to navigate."
u0778,2025-03-05T09:03:40,4,"Too slow, buggy or hard to navigate."
u0879,2025-03-19T15:30:54,8,Decent experience but could improve.
u0946,2025-03-08T21:20:23,3,"Too slow, buggy or hard to navigate."
u0768,2025-03-04T14:42:15,10,"Very smooth, fast, and intuitive!"
u0719,2025-03-28T08:40:24,9,"Very smooth, fast, and intuitive!"
u0126,2025-03-29T19:41:40,5,"Too slow, buggy or hard to navigate."
u0785,2025-03-17T18:21:55,2,"Too slow, buggy or hard to navigate."
u0330,2025-03-21T18:43:10,10,"Very smooth, fast, and intuitive!"
u0214,2025-03-15T00:41:38,6,"Too slow, buggy or hard to navigate."
u0795,2025-03-11T04:49:11,10,"Very smooth, fast, and intuitive!"
u0195,2025-03-16T14:29:51,3,"Too slow, buggy or hard to navigate."
